date	id_county	county	id_state	state	size	population	density	demography_1	no_cases	cases_m	cases_w	A00-A04	A05-A14	A15-A34	A35-A59	A60-A79	A80+	no_infected	no_deceased
2020-03-18	5515	SK Münster	5.0	Nordrhein-Westfalen	303.28	313559.0	1033.8927723555792	0.17	28	11	0	1	0	6	16	4	1	28	0
2020-03-02	5554	LK Borken	5.0	Nordrhein-Westfalen	1420.9599999999994	369718.0	260.18888638666823	0.19	1	0	0	0	0	1	0	0	0	1	0
2020-03-05	5554	LK Borken	5.0	Nordrhein-Westfalen	1420.9599999999994	369718.0	260.18888638666823	0.19	4	2	0	0	2	1	1	0	0	4	0
2020-03-09	5554	LK Borken	5.0	Nordrhein-Westfalen	1420.9599999999994	369718.0	260.18888638666823	0.19	1	1	0	0	0	1	0	0	0	1	0
2020-03-10	5554	LK Borken	5.0	Nordrhein-Westfalen	1420.9599999999994	369718.0	260.18888638666823	0.19	2	2	0	0	0	1	1	0	0	2	0
2020-03-11	5554	LK Borken	5.0	Nordrhein-Westfalen	1420.9599999999994	369718.0	260.18888638666823	0.19	3	1	0	0	0	0	1	2	0	3	0
2020-03-12	5554	LK Borken	5.0	Nordrhein-Westfalen	1420.9599999999994	369718.0	260.18888638666823	0.19	4	3	0	0	0	0	3	1	0	4	0
2020-03-13	5554	LK Borken	5.0	Nordrhein-Westfalen	1420.9599999999994	369718.0	260.18888638666823	0.19	14	8	0	0	0	2	9	3	0	14	0
2020-03-14	5554	LK Borken	5.0	Nordrhein-Westfalen	1420.9599999999994	369718.0	260.18888638666823	0.19	10	7	0	0	0	3	6	1	0	10	0
2020-03-15	5554	LK Borken	5.0	Nordrhein-Westfalen	1420.9599999999994	369718.0	260.18888638666823	0.19	15	11	0	0	0	1	11	3	0	15	0
2020-03-16	5554	LK Borken	5.0	Nordrhein-Westfalen	1420.9599999999994	369718.0	260.18888638666823	0.19	44	26	0	0	2	9	24	9	0	44	0
2020-03-17	5554	LK Borken	5.0	Nordrhein-Westfalen	1420.9599999999994	369718.0	260.18888638666823	0.19	28	15	0	0	0	7	17	3	1	28	0
2020-03-18	5554	LK Borken	5.0	Nordrhein-Westfalen	1420.9599999999994	369718.0	260.18888638666823	0.19	5	4	0	0	0	1	4	0	0	5	0
2020-03-04	5558	LK Coesfeld	5.0	Nordrhein-Westfalen	1112.0299999999997	219360.0	197.26086526442643	0.2	11	5	0	0	3	1	6	0	1	11	0
2020-03-06	5558	LK Coesfeld	5.0	Nordrhein-Westfalen	1112.0299999999997	219360.0	197.26086526442643	0.2	1	1	0	0	0	0	1	0	0	1	0
2020-03-08	5558	LK Coesfeld	5.0	Nordrhein-Westfalen	1112.0299999999997	219360.0	197.26086526442643	0.2	2	1	0	0	1	1	0	0	0	2	0
2020-03-09	5558	LK Coesfeld	5.0	Nordrhein-Westfalen	1112.0299999999997	219360.0	197.26086526442643	0.2	2	0	0	0	0	0	2	0	0	2	0
2020-03-10	5558	LK Coesfeld	5.0	Nordrhein-Westfalen	1112.0299999999997	219360.0	197.26086526442643	0.2	5	2	0	0	0	3	1	1	0	5	0
2020-03-11	5558	LK Coesfeld	5.0	Nordrhein-Westfalen	1112.0299999999997	219360.0	197.26086526442643	0.2	2	1	0	0	0	0	2	0	0	2	0
2020-03-12	5558	LK Coesfeld	5.0	Nordrhein-Westfalen	1112.0299999999997	219360.0	197.26086526442643	0.2	6	4	0	0	0	2	4	0	0	6	0
2020-03-13	5558	LK Coesfeld	5.0	Nordrhein-Westfalen	1112.0299999999997	219360.0	197.26086526442643	0.2	9	9	0	0	0	1	7	1	0	9	0
2020-03-14	5558	LK Coesfeld	5.0	Nordrhein-Westfalen	1112.0299999999997	219360.0	197.26086526442643	0.2	6	6	0	0	0	1	2	3	0	6	0
2020-03-15	5558	LK Coesfeld	5.0	Nordrhein-Westfalen	1112.0299999999997	219360.0	197.26086526442643	0.2	1	1	0	0	0	0	1	0	0	1	0
2020-03-16	5558	LK Coesfeld	5.0	Nordrhein-Westfalen	1112.0299999999997	219360.0	197.26086526442643	0.2	5	1	0	0	0	0	2	3	0	5	0
2020-03-17	5558	LK Coesfeld	5.0	Nordrhein-Westfalen	1112.0299999999997	219360.0	197.26086526442643	0.2	14	7	0	0	0	6	5	2	1	14	0
2020-03-18	5558	LK Coesfeld	5.0	Nordrhein-Westfalen	1112.0299999999997	219360.0	197.26086526442643	0.2	6	2	0	0	0	3	3	0	0	6	0
2020-03-10	5562	LK Recklinghausen	5.0	Nordrhein-Westfalen	761.32	616824.0	810.2033310565859	0.22	2	1	0	0	0	1	1	0	0	2	0
2020-03-11	5562	LK Recklinghausen	5.0	Nordrhein-Westfalen	761.32	616824.0	810.2033310565859	0.22	5	4	0	0	0	0	4	1	0	5	0
2020-03-12	5562	LK Recklinghausen	5.0	Nordrhein-Westfalen	761.32	616824.0	810.2033310565859	0.22	2	2	0	0	0	1	1	0	0	2	0
2020-03-13	5562	LK Recklinghausen	5.0	Nordrhein-Westfalen	761.32	616824.0	810.2033310565859	0.22	6	5	0	0	0	2	3	1	0	6	0
2020-03-16	5562	LK Recklinghausen	5.0	Nordrhein-Westfalen	761.32	616824.0	810.2033310565859	0.22	28	19	0	0	0	2	24	2	0	28	0
2020-03-17	5562	LK Recklinghausen	5.0	Nordrhein-Westfalen	761.32	616824.0	810.2033310565859	0.22	15	8	0	0	1	2	7	5	0	15	0
2020-03-18	5562	LK Recklinghausen	5.0	Nordrhein-Westfalen	761.32	616824.0	810.2033310565859	0.22	14	7	0	0	2	3	7	2	0	14	0
2020-03-07	5566	LK Steinfurt	5.0	Nordrhein-Westfalen	1795.7599999999998	446565.0	248.67744019245342	0.2	1	1	0	0	0	0	1	0	0	1	0
2020-03-10	5566	LK Steinfurt	5.0	Nordrhein-Westfalen	1795.7599999999998	446565.0	248.67744019245342	0.2	2	1	0	0	0	1	1	0	0	2	0
2020-03-16	5566	LK Steinfurt	5.0	Nordrhein-Westfalen	1795.7599999999998	446565.0	248.67744019245342	0.2	19	8	0	0	0	2	16	1	0	19	0
2020-03-17	5566	LK Steinfurt	5.0	Nordrhein-Westfalen	1795.7599999999998	446565.0	248.67744019245342	0.2	58	39	0	1	0	18	37	2	0	58	0
2020-03-18	5566	LK Steinfurt	5.0	Nordrhein-Westfalen	1795.7599999999998	446565.0	248.67744019245342	0.2	20	14	0	0	1	4	10	4	1	20	0
2020-03-07	5570	LK Warendorf	5.0	Nordrhein-Westfalen	1319.42	277458.0	210.28785375392212	0.21	1	1	0	0	0	1	0	0	0	1	0
2020-03-10	5570	LK Warendorf	5.0	Nordrhein-Westfalen	1319.42	277458.0	210.28785375392212	0.21	4	4	0	0	0	1	2	1	0	4	0
2020-03-11	5570	LK Warendorf	5.0	Nordrhein-Westfalen	1319.42	277458.0	210.28785375392212	0.21	1	0	0	0	0	1	0	0	0	1	0
2020-03-12	5570	LK Warendorf	5.0	Nordrhein-Westfalen	1319.42	277458.0	210.28785375392212	0.21	3	1	0	0	0	1	0	2	0	3	0
2020-03-13	5570	LK Warendorf	5.0	Nordrhein-Westfalen	1319.42	277458.0	210.28785375392212	0.21	15	6	0	0	0	5	8	1	1	15	0
2020-03-14	5570	LK Warendorf	5.0	Nordrhein-Westfalen	1319.42	277458.0	210.28785375392212	0.21	15	11	0	0	0	2	10	2	1	15	0
2020-03-15	5570	LK Warendorf	5.0	Nordrhein-Westfalen	1319.42	277458.0	210.28785375392212	0.21	8	7	0	0	0	1	5	2	0	8	0
2020-03-16	5570	LK Warendorf	5.0	Nordrhein-Westfalen	1319.42	277458.0	210.28785375392212	0.21	4	0	0	0	0	0	0	0	0	4	0
2020-03-17	5570	LK Warendorf	5.0	Nordrhein-Westfalen	1319.42	277458.0	210.28785375392212	0.21	19	10	0	0	0	4	5	5	0	19	0
2020-03-18	5570	LK Warendorf	5.0	Nordrhein-Westfalen	1319.42	277458.0	210.28785375392212	0.21	13	10	0	0	0	3	5	5	0	13	0
2020-03-09	5711	SK Bielefeld	5.0	Nordrhein-Westfalen	258.82	332552.0	1284.8775210571055	0.2	1	1	0	0	0	0	1	0	0	1	0
2020-03-12	5711	SK Bielefeld	5.0	Nordrhein-Westfalen	258.82	332552.0	1284.8775210571055	0.2	10	6	0	0	0	1	7	1	1	10	0
2020-03-11	5754	LK Gütersloh	5.0	Nordrhein-Westfalen	969.2099999999997	363049.0	374.5823918449048	0.19	6	6	0	0	0	4	2	0	0	6	0
2020-03-12	5754	LK Gütersloh	5.0	Nordrhein-Westfalen	969.2099999999997	363049.0	374.5823918449048	0.19	1	1	0	0	0	0	1	0	0	1	0
2020-03-13	5754	LK Gütersloh	5.0	Nordrhein-Westfalen	969.2099999999997	363049.0	374.5823918449048	0.19	17	14	0	0	0	2	15	0	0	17	0
2020-03-14	5754	LK Gütersloh	5.0	Nordrhein-Westfalen	969.2099999999997	363049.0	374.5823918449048	0.19	1	1	0	0	0	0	1	0	0	1	0
2020-03-15	5754	LK Gütersloh	5.0	Nordrhein-Westfalen	969.2099999999997	363049.0	374.5823918449048	0.19	11	7	0	0	0	1	6	4	0	11	0
2020-03-16	5754	LK Gütersloh	5.0	Nordrhein-Westfalen	969.2099999999997	363049.0	374.5823918449048	0.19	34	22	0	0	0	2	29	3	0	34	0
2020-03-17	5754	LK Gütersloh	5.0	Nordrhein-Westfalen	969.2099999999997	363049.0	374.5823918449048	0.19	13	8	0	0	0	6	7	0	0	13	0
2020-03-18	5754	LK Gütersloh	5.0	Nordrhein-Westfalen	969.2099999999997	363049.0	374.5823918449048	0.19	18	14	0	0	0	5	12	1	0	18	0
2020-03-06	5758	LK Herford	5.0	Nordrhein-Westfalen	450.41	251539.0	558.466730312382	0.22	2	1	0	0	0	0	0	2	0	2	0
2020-03-10	5758	LK Herford	5.0	Nordrhein-Westfalen	450.41	251539.0	558.466730312382	0.22	1	0	0	0	1	0	0	0	0	1	0
2020-03-11	5758	LK Herford	5.0	Nordrhein-Westfalen	450.41	251539.0	558.466730312382	0.22	2	1	0	0	0	0	2	0	0	2	0
2020-03-12	5758	LK Herford	5.0	Nordrhein-Westfalen	450.41	251539.0	558.466730312382	0.22	1	0	0	0	0	0	1	0	0	1	0
2020-03-13	5758	LK Herford	5.0	Nordrhein-Westfalen	450.41	251539.0	558.466730312382	0.22	12	8	0	0	0	2	9	1	0	12	0
2020-03-14	5758	LK Herford	5.0	Nordrhein-Westfalen	450.41	251539.0	558.466730312382	0.22	4	2	0	0	0	1	3	0	0	4	0
2020-03-15	5758	LK Herford	5.0	Nordrhein-Westfalen	450.41	251539.0	558.466730312382	0.22	2	1	0	0	0	0	2	0	0	2	0
2020-03-16	5758	LK Herford	5.0	Nordrhein-Westfalen	450.41	251539.0	558.466730312382	0.22	1	0	0	0	0	0	1	0	0	1	0
2020-03-17	5758	LK Herford	5.0	Nordrhein-Westfalen	450.41	251539.0	558.466730312382	0.22	10	4	0	0	0	1	9	0	0	10	0
2020-03-14	5762	LK Höxter	5.0	Nordrhein-Westfalen	1201.42	141565.0	117.83139951057915	0.22	2	1	0	0	0	0	2	0	0	2	0
2020-03-04	5766	LK Lippe	5.0	Nordrhein-Westfalen	1246.1899999999996	349069.0	280.1089721471044	0.22	1	0	0	0	0	0	1	0	0	1	0
2020-03-07	5766	LK Lippe	5.0	Nordrhein-Westfalen	1246.1899999999996	349069.0	280.1089721471044	0.22	1	0	0	0	0	0	0	1	0	1	0
2020-03-08	5766	LK Lippe	5.0	Nordrhein-Westfalen	1246.1899999999996	349069.0	280.1089721471044	0.22	1	0	0	0	0	0	0	1	0	1	0
2020-03-09	5766	LK Lippe	5.0	Nordrhein-Westfalen	1246.1899999999996	349069.0	280.1089721471044	0.22	7	5	0	0	0	0	5	0	2	7	0
2020-03-10	5766	LK Lippe	5.0	Nordrhein-Westfalen	1246.1899999999996	349069.0	280.1089721471044	0.22	7	4	0	0	0	1	2	3	1	7	0
2020-03-11	5766	LK Lippe	5.0	Nordrhein-Westfalen	1246.1899999999996	349069.0	280.1089721471044	0.22	4	2	0	0	0	1	1	1	1	4	0
2020-03-12	5766	LK Lippe	5.0	Nordrhein-Westfalen	1246.1899999999996	349069.0	280.1089721471044	0.22	12	6	0	0	0	1	9	2	0	12	0
2020-03-13	5766	LK Lippe	5.0	Nordrhein-Westfalen	1246.1899999999996	349069.0	280.1089721471044	0.22	4	2	0	0	0	1	3	0	0	4	0
2020-03-15	5766	LK Lippe	5.0	Nordrhein-Westfalen	1246.1899999999996	349069.0	280.1089721471044	0.22	19	9	0	0	0	4	12	3	0	19	0
2020-03-17	5766	LK Lippe	5.0	Nordrhein-Westfalen	1246.1899999999996	349069.0	280.1089721471044	0.22	16	9	0	0	0	1	13	2	0	16	0
2020-03-18	5766	LK Lippe	5.0	Nordrhein-Westfalen	1246.1899999999996	349069.0	280.1089721471044	0.22	31	21	0	0	1	7	18	4	1	31	0
2020-03-06	5770	LK Minden-Lübbecke	5.0	Nordrhein-Westfalen	1152.41	311207.0	270.0488541404535	0.22	2	1	0	0	0	0	1	1	0	2	0
2020-03-07	5770	LK Minden-Lübbecke	5.0	Nordrhein-Westfalen	1152.41	311207.0	270.0488541404535	0.22	2	1	0	0	0	1	1	0	0	2	0
2020-03-08	5770	LK Minden-Lübbecke	5.0	Nordrhein-Westfalen	1152.41	311207.0	270.0488541404535	0.22	1	1	0	0	0	0	1	0	0	1	0
2020-03-10	5770	LK Minden-Lübbecke	5.0	Nordrhein-Westfalen	1152.41	311207.0	270.0488541404535	0.22	4	4	0	0	0	2	1	1	0	4	0
2020-03-11	5770	LK Minden-Lübbecke	5.0	Nordrhein-Westfalen	1152.41	311207.0	270.0488541404535	0.22	1	1	0	0	0	1	0	0	0	1	0
2020-03-12	5770	LK Minden-Lübbecke	5.0	Nordrhein-Westfalen	1152.41	311207.0	270.0488541404535	0.22	4	3	0	0	0	0	3	1	0	4	0
2020-03-13	5770	LK Minden-Lübbecke	5.0	Nordrhein-Westfalen	1152.41	311207.0	270.0488541404535	0.22	18	6	0	0	0	9	9	0	0	18	0
2020-03-14	5770	LK Minden-Lübbecke	5.0	Nordrhein-Westfalen	1152.41	311207.0	270.0488541404535	0.22	1	0	0	0	0	0	1	0	0	1	0
2020-03-15	5770	LK Minden-Lübbecke	5.0	Nordrhein-Westfalen	1152.41	311207.0	270.0488541404535	0.22	20	9	0	0	0	7	10	3	0	20	0
2020-03-16	5770	LK Minden-Lübbecke	5.0	Nordrhein-Westfalen	1152.41	311207.0	270.0488541404535	0.22	20	13	0	0	0	6	10	4	0	20	0
2020-03-17	5770	LK Minden-Lübbecke	5.0	Nordrhein-Westfalen	1152.41	311207.0	270.0488541404535	0.22	19	6	0	0	0	3	14	2	0	19	0
2020-03-18	5770	LK Minden-Lübbecke	5.0	Nordrhein-Westfalen	1152.41	311207.0	270.0488541404535	0.22	19	11	0	0	0	7	10	2	0	19	0
2020-03-10	5774	LK Paderborn	5.0	Nordrhein-Westfalen	1246.78	305362.0	244.920515247277	0.18	2	2	0	0	0	0	1	1	0	2	0
2020-03-11	5774	LK Paderborn	5.0	Nordrhein-Westfalen	1246.78	305362.0	244.920515247277	0.18	3	1	0	0	0	0	2	1	0	3	0
2020-03-12	5774	LK Paderborn	5.0	Nordrhein-Westfalen	1246.78	305362.0	244.920515247277	0.18	3	1	0	0	0	0	3	0	0	3	0
2020-03-13	5774	LK Paderborn	5.0	Nordrhein-Westfalen	1246.78	305362.0	244.920515247277	0.18	7	4	0	0	0	4	3	0	0	7	0
2020-03-17	5774	LK Paderborn	5.0	Nordrhein-Westfalen	1246.78	305362.0	244.920515247277	0.18	9	4	0	0	0	4	5	0	0	9	0
2020-03-18	5774	LK Paderborn	5.0	Nordrhein-Westfalen	1246.78	305362.0	244.920515247277	0.18	12	7	0	0	0	5	6	1	0	12	0
2020-03-03	5911	SK Bochum	5.0	Nordrhein-Westfalen	145.66	365529.0	2509.4672525058354	0.22	1	1	0	0	0	1	0	0	0	1	0
2020-03-04	5911	SK Bochum	5.0	Nordrhein-Westfalen	145.66	365529.0	2509.4672525058354	0.22	1	1	0	0	0	0	0	1	0	1	0
2020-03-06	5911	SK Bochum	5.0	Nordrhein-Westfalen	145.66	365529.0	2509.4672525058354	0.22	1	0	0	0	0	0	0	1	0	1	0
2020-03-09	5911	SK Bochum	5.0	Nordrhein-Westfalen	145.66	365529.0	2509.4672525058354	0.22	1	1	0	0	0	0	1	0	0	1	0
2020-03-10	5911	SK Bochum	5.0	Nordrhein-Westfalen	145.66	365529.0	2509.4672525058354	0.22	2	1	0	0	0	1	1	0	0	2	0
2020-03-11	5911	SK Bochum	5.0	Nordrhein-Westfalen	145.66	365529.0	2509.4672525058354	0.22	4	1	0	0	0	1	3	0	0	4	0
2020-03-12	5911	SK Bochum	5.0	Nordrhein-Westfalen	145.66	365529.0	2509.4672525058354	0.22	5	4	0	0	0	0	4	1	0	5	0
2020-03-13	5911	SK Bochum	5.0	Nordrhein-Westfalen	145.66	365529.0	2509.4672525058354	0.22	5	3	0	0	0	1	4	0	0	5	0
2020-03-16	5911	SK Bochum	5.0	Nordrhein-Westfalen	145.66	365529.0	2509.4672525058354	0.22	4	3	0	0	0	1	3	0	0	4	0
2020-03-17	5911	SK Bochum	5.0	Nordrhein-Westfalen	145.66	365529.0	2509.4672525058354	0.22	6	2	0	0	0	2	3	1	0	6	0
2020-03-18	5911	SK Bochum	5.0	Nordrhein-Westfalen	145.66	365529.0	2509.4672525058354	0.22	4	1	0	0	0	3	1	0	0	4	0
2020-03-05	5913	SK Dortmund	5.0	Nordrhein-Westfalen	280.71	586600.0	2089.7011150297462	0.2	2	1	0	0	0	0	0	2	0	2	0
2020-03-10	5913	SK Dortmund	5.0	Nordrhein-Westfalen	280.71	586600.0	2089.7011150297462	0.2	2	2	0	0	0	0	1	1	0	2	0
2020-03-11	5913	SK Dortmund	5.0	Nordrhein-Westfalen	280.71	586600.0	2089.7011150297462	0.2	2	1	0	0	0	2	0	0	0	2	0
2020-03-12	5913	SK Dortmund	5.0	Nordrhein-Westfalen	280.71	586600.0	2089.7011150297462	0.2	10	8	0	0	0	1	8	1	0	10	0
2020-03-13	5913	SK Dortmund	5.0	Nordrhein-Westfalen	280.71	586600.0	2089.7011150297462	0.2	3	3	0	0	0	1	2	0	0	3	0
2020-03-16	5913	SK Dortmund	5.0	Nordrhein-Westfalen	280.71	586600.0	2089.7011150297462	0.2	17	9	0	0	0	0	15	1	1	17	0
2020-03-17	5913	SK Dortmund	5.0	Nordrhein-Westfalen	280.71	586600.0	2089.7011150297462	0.2	28	15	0	0	0	11	14	2	1	28	0
2020-03-09	5914	SK Hagen	5.0	Nordrhein-Westfalen	160.45	187730.0	1170.021813649112	0.22	1	1	0	0	0	0	1	0	0	1	0
2020-03-10	5914	SK Hagen	5.0	Nordrhein-Westfalen	160.45	187730.0	1170.021813649112	0.22	2	2	0	0	0	0	1	1	0	2	0
2020-03-13	5914	SK Hagen	5.0	Nordrhein-Westfalen	160.45	187730.0	1170.021813649112	0.22	2	1	0	0	0	1	1	0	0	2	0
2020-03-16	5914	SK Hagen	5.0	Nordrhein-Westfalen	160.45	187730.0	1170.021813649112	0.22	1	0	0	0	0	0	1	0	0	1	0
2020-03-17	5914	SK Hagen	5.0	Nordrhein-Westfalen	160.45	187730.0	1170.021813649112	0.22	5	3	0	0	0	0	2	2	1	5	0
2020-03-12	5915	SK Hamm	5.0	Nordrhein-Westfalen	226.43	179185.0	791.3483195689616	0.21	2	1	0	0	0	0	2	0	0	2	0
2020-03-13	5915	SK Hamm	5.0	Nordrhein-Westfalen	226.43	179185.0	791.3483195689616	0.21	2	2	0	0	0	0	0	2	0	2	0
2020-03-16	5915	SK Hamm	5.0	Nordrhein-Westfalen	226.43	179185.0	791.3483195689616	0.21	4	2	0	1	0	1	2	0	0	4	0
2020-03-17	5915	SK Hamm	5.0	Nordrhein-Westfalen	226.43	179185.0	791.3483195689616	0.21	8	5	0	1	0	3	4	0	0	8	0
2020-03-11	5916	SK Herne	5.0	Nordrhein-Westfalen	51.42	156490.0	3043.368339167639	0.22	2	1	0	0	0	0	2	0	0	2	0
2020-03-12	5916	SK Herne	5.0	Nordrhein-Westfalen	51.42	156490.0	3043.368339167639	0.22	2	1	0	0	0	0	2	0	0	2	0
2020-03-16	5916	SK Herne	5.0	Nordrhein-Westfalen	51.42	156490.0	3043.368339167639	0.22	2	2	0	0	0	1	1	0	0	2	0
2020-03-11	5954	LK Ennepe-Ruhr-Kreis	5.0	Nordrhein-Westfalen	409.64	324670.0	792.5739673859973	0.24	1	0	0	0	0	1	0	0	0	1	0
2020-03-12	5954	LK Ennepe-Ruhr-Kreis	5.0	Nordrhein-Westfalen	409.64	324670.0	792.5739673859973	0.24	2	2	0	0	0	0	1	1	0	2	0
2020-03-16	5954	LK Ennepe-Ruhr-Kreis	5.0	Nordrhein-Westfalen	409.64	324670.0	792.5739673859973	0.24	3	2	0	0	0	1	2	0	0	3	0
2020-03-17	5954	LK Ennepe-Ruhr-Kreis	5.0	Nordrhein-Westfalen	409.64	324670.0	792.5739673859973	0.24	2	2	0	0	0	0	2	0	0	2	0
2020-03-18	5954	LK Ennepe-Ruhr-Kreis	5.0	Nordrhein-Westfalen	409.64	324670.0	792.5739673859973	0.24	3	2	0	0	0	0	3	0	0	3	0
2020-03-10	5958	LK Hochsauerlandkreis	5.0	Nordrhein-Westfalen	1960.15	261591.0	133.45458255745734	0.22	1	1	0	0	0	0	1	0	0	1	0
2020-03-11	5958	LK Hochsauerlandkreis	5.0	Nordrhein-Westfalen	1960.15	261591.0	133.45458255745734	0.22	5	3	0	0	0	0	2	3	0	5	0
2020-03-12	5958	LK Hochsauerlandkreis	5.0	Nordrhein-Westfalen	1960.15	261591.0	133.45458255745734	0.22	8	6	0	0	0	2	5	1	0	8	0
2020-03-13	5958	LK Hochsauerlandkreis	5.0	Nordrhein-Westfalen	1960.15	261591.0	133.45458255745734	0.22	5	2	0	0	0	1	0	4	0	5	0
2020-03-14	5958	LK Hochsauerlandkreis	5.0	Nordrhein-Westfalen	1960.15	261591.0	133.45458255745734	0.22	8	7	0	0	0	2	4	2	0	8	0
2020-03-15	5958	LK Hochsauerlandkreis	5.0	Nordrhein-Westfalen	1960.15	261591.0	133.45458255745734	0.22	4	3	0	0	0	3	1	0	0	4	0
2020-03-16	5958	LK Hochsauerlandkreis	5.0	Nordrhein-Westfalen	1960.15	261591.0	133.45458255745734	0.22	6	3	0	0	0	1	4	1	0	6	0
2020-03-17	5958	LK Hochsauerlandkreis	5.0	Nordrhein-Westfalen	1960.15	261591.0	133.45458255745734	0.22	17	10	0	0	1	8	7	1	0	17	0
2020-03-18	5958	LK Hochsauerlandkreis	5.0	Nordrhein-Westfalen	1960.15	261591.0	133.45458255745734	0.22	6	4	0	0	0	1	4	1	0	6	0
2020-02-28	5962	LK Märkischer Kreis	5.0	Nordrhein-Westfalen	1061.08	413383.0	389.5870245410337	0.22	1	1	0	0	0	1	0	0	0	1	0
2020-03-04	5962	LK Märkischer Kreis	5.0	Nordrhein-Westfalen	1061.08	413383.0	389.5870245410337	0.22	2	1	0	0	0	0	2	0	0	2	0
2020-03-05	5962	LK Märkischer Kreis	5.0	Nordrhein-Westfalen	1061.08	413383.0	389.5870245410337	0.22	1	1	0	0	0	0	1	0	0	1	0
2020-03-06	5962	LK Märkischer Kreis	5.0	Nordrhein-Westfalen	1061.08	413383.0	389.5870245410337	0.22	1	1	0	0	0	1	0	0	0	1	0
2020-03-10	5962	LK Märkischer Kreis	5.0	Nordrhein-Westfalen	1061.08	413383.0	389.5870245410337	0.22	1	0	0	0	0	1	0	0	0	1	0
2020-03-11	5962	LK Märkischer Kreis	5.0	Nordrhein-Westfalen	1061.08	413383.0	389.5870245410337	0.22	4	3	0	0	0	0	4	0	0	4	0
2020-03-12	5962	LK Märkischer Kreis	5.0	Nordrhein-Westfalen	1061.08	413383.0	389.5870245410337	0.22	2	2	0	0	0	0	2	0	0	2	0
2020-03-13	5962	LK Märkischer Kreis	5.0	Nordrhein-Westfalen	1061.08	413383.0	389.5870245410337	0.22	1	1	0	0	0	0	1	0	0	1	0
2020-03-16	5962	LK Märkischer Kreis	5.0	Nordrhein-Westfalen	1061.08	413383.0	389.5870245410337	0.22	6	5	0	0	0	0	6	0	0	6	0
2020-03-17	5962	LK Märkischer Kreis	5.0	Nordrhein-Westfalen	1061.08	413383.0	389.5870245410337	0.22	4	2	0	0	0	0	1	3	0	4	0
2020-03-18	5962	LK Märkischer Kreis	5.0	Nordrhein-Westfalen	1061.08	413383.0	389.5870245410337	0.22	8	4	0	0	0	0	4	4	0	8	0
2020-03-11	5966	LK Olpe	5.0	Nordrhein-Westfalen	712.1400000000001	134808.0	189.29985676973632	0.2	1	0	0	0	0	0	1	0	0	1	0
2020-03-18	5966	LK Olpe	5.0	Nordrhein-Westfalen	712.1400000000001	134808.0	189.29985676973632	0.2	8	4	0	0	0	0	6	2	0	8	0
2020-03-10	5970	LK Siegen-Wittgenstein	5.0	Nordrhein-Westfalen	1132.89	277977.0	245.3698064242777	0.21	1	1	0	0	0	0	1	0	0	1	0
2020-03-12	5970	LK Siegen-Wittgenstein	5.0	Nordrhein-Westfalen	1132.89	277977.0	245.3698064242777	0.21	1	1	0	0	0	0	1	0	0	1	0
2020-03-13	5970	LK Siegen-Wittgenstein	5.0	Nordrhein-Westfalen	1132.89	277977.0	245.3698064242777	0.21	8	6	0	0	0	2	5	1	0	8	0
2020-03-15	5970	LK Siegen-Wittgenstein	5.0	Nordrhein-Westfalen	1132.89	277977.0	245.3698064242777	0.21	2	2	0	0	0	1	1	0	0	2	0
2020-03-16	5970	LK Siegen-Wittgenstein	5.0	Nordrhein-Westfalen	1132.89	277977.0	245.3698064242777	0.21	3	1	0	0	0	1	2	0	0	3	0
2020-03-10	5974	LK Soest	5.0	Nordrhein-Westfalen	1328.62	301693.0	227.0724511146904	0.21	1	1	0	0	0	0	1	0	0	1	0
2020-03-11	5974	LK Soest	5.0	Nordrhein-Westfalen	1328.62	301693.0	227.0724511146904	0.21	2	2	0	0	0	0	0	0	0	2	0
2020-03-13	5974	LK Soest	5.0	Nordrhein-Westfalen	1328.62	301693.0	227.0724511146904	0.21	6	3	0	0	0	1	4	1	0	6	0
2020-03-19	5974	LK Soest	5.0	Nordrhein-Westfalen	1328.62	301693.0	227.0724511146904	0.21	3	3	0	0	0	0	3	0	0	3	0
2020-03-05	5978	LK Unna	5.0	Nordrhein-Westfalen	543.21	393934.0	725.1965170007916	0.23	1	0	0	0	0	0	0	1	0	1	0
2020-03-07	5978	LK Unna	5.0	Nordrhein-Westfalen	543.21	393934.0	725.1965170007916	0.23	3	2	0	0	1	0	2	0	0	3	0
2020-03-10	5978	LK Unna	5.0	Nordrhein-Westfalen	543.21	393934.0	725.1965170007916	0.23	2	1	0	0	0	0	2	0	0	2	0
2020-03-11	5978	LK Unna	5.0	Nordrhein-Westfalen	543.21	393934.0	725.1965170007916	0.23	4	2	0	0	1	0	0	3	0	4	0
2020-03-12	5978	LK Unna	5.0	Nordrhein-Westfalen	543.21	393934.0	725.1965170007916	0.23	3	1	0	0	0	1	1	1	0	3	0
2020-03-14	5978	LK Unna	5.0	Nordrhein-Westfalen	543.21	393934.0	725.1965170007916	0.23	1	1	0	0	0	0	1	0	0	1	0
2020-03-16	5978	LK Unna	5.0	Nordrhein-Westfalen	543.21	393934.0	725.1965170007916	0.23	1	1	0	0	0	0	1	0	0	1	0
2020-03-13	6411	SK Darmstadt	6.0	Hessen	122.09	158254.0	1296.2077156196249	0.17	2	1	0	0	0	0	2	0	0	2	0
2020-03-16	6411	SK Darmstadt	6.0	Hessen	122.09	158254.0	1296.2077156196249	0.17	6	3	0	0	0	2	2	1	0	6	0
