date	id_county	county	id_state	state	size	population	density	demography_1	no_cases	cases_m	cases_w	A00-A04	A05-A14	A15-A34	A35-A59	A60-A79	A80+	no_infected	no_deceased
2020-03-15	8225	LK Neckar-Odenwald-Kreis	8.0	Baden-Württemberg	1125.9499999999996	143376.0	127.33780363248816	0.21	2	0	0	0	0	0	2	0	0	2	0
2020-03-16	8225	LK Neckar-Odenwald-Kreis	8.0	Baden-Württemberg	1125.9499999999996	143376.0	127.33780363248816	0.21	1	0	0	0	0	0	1	0	0	1	0
2020-03-17	8225	LK Neckar-Odenwald-Kreis	8.0	Baden-Württemberg	1125.9499999999996	143376.0	127.33780363248816	0.21	4	3	0	0	0	0	4	0	0	4	0
2020-03-18	8225	LK Neckar-Odenwald-Kreis	8.0	Baden-Württemberg	1125.9499999999996	143376.0	127.33780363248816	0.21	7	4	0	0	0	4	3	0	0	7	0
2020-03-19	8225	LK Neckar-Odenwald-Kreis	8.0	Baden-Württemberg	1125.9499999999996	143376.0	127.33780363248816	0.21	1	1	0	0	0	0	1	0	0	1	0
2020-03-20	8225	LK Neckar-Odenwald-Kreis	8.0	Baden-Württemberg	1125.9499999999996	143376.0	127.33780363248816	0.21	5	3	0	0	0	1	3	1	0	5	0
2020-02-28	8226	LK Rhein-Neckar-Kreis	8.0	Baden-Württemberg	1061.5399999999997	546745.0	515.0488912334912	0.21	1	1	0	0	0	0	1	0	0	1	0
2020-03-05	8226	LK Rhein-Neckar-Kreis	8.0	Baden-Württemberg	1061.5399999999997	546745.0	515.0488912334912	0.21	2	1	0	0	0	0	2	0	0	2	0
2020-03-08	8226	LK Rhein-Neckar-Kreis	8.0	Baden-Württemberg	1061.5399999999997	546745.0	515.0488912334912	0.21	1	0	0	0	0	0	1	0	0	1	0
2020-03-09	8226	LK Rhein-Neckar-Kreis	8.0	Baden-Württemberg	1061.5399999999997	546745.0	515.0488912334912	0.21	3	0	0	0	1	0	2	0	0	3	0
2020-03-10	8226	LK Rhein-Neckar-Kreis	8.0	Baden-Württemberg	1061.5399999999997	546745.0	515.0488912334912	0.21	4	2	0	0	2	0	2	0	0	4	0
2020-03-11	8226	LK Rhein-Neckar-Kreis	8.0	Baden-Württemberg	1061.5399999999997	546745.0	515.0488912334912	0.21	10	5	0	0	0	0	5	5	0	10	0
2020-03-12	8226	LK Rhein-Neckar-Kreis	8.0	Baden-Württemberg	1061.5399999999997	546745.0	515.0488912334912	0.21	3	2	0	0	0	0	3	0	0	3	0
2020-03-13	8226	LK Rhein-Neckar-Kreis	8.0	Baden-Württemberg	1061.5399999999997	546745.0	515.0488912334912	0.21	14	13	0	0	1	0	11	1	0	14	0
2020-03-14	8226	LK Rhein-Neckar-Kreis	8.0	Baden-Württemberg	1061.5399999999997	546745.0	515.0488912334912	0.21	12	7	0	0	0	6	5	1	0	12	0
2020-03-15	8226	LK Rhein-Neckar-Kreis	8.0	Baden-Württemberg	1061.5399999999997	546745.0	515.0488912334912	0.21	12	7	0	0	0	4	7	1	0	12	0
2020-03-16	8226	LK Rhein-Neckar-Kreis	8.0	Baden-Württemberg	1061.5399999999997	546745.0	515.0488912334912	0.21	18	6	0	1	1	2	8	6	0	18	0
2020-03-17	8226	LK Rhein-Neckar-Kreis	8.0	Baden-Württemberg	1061.5399999999997	546745.0	515.0488912334912	0.21	12	10	0	0	0	8	4	0	0	12	0
2020-03-18	8226	LK Rhein-Neckar-Kreis	8.0	Baden-Württemberg	1061.5399999999997	546745.0	515.0488912334912	0.21	59	36	0	0	0	16	34	8	0	59	0
2020-03-19	8226	LK Rhein-Neckar-Kreis	8.0	Baden-Württemberg	1061.5399999999997	546745.0	515.0488912334912	0.21	35	26	0	0	0	9	21	5	0	35	0
2020-03-20	8226	LK Rhein-Neckar-Kreis	8.0	Baden-Württemberg	1061.5399999999997	546745.0	515.0488912334912	0.21	22	13	0	0	0	7	5	8	1	22	0
2020-03-10	8231	SK Pforzheim	8.0	Baden-Württemberg	98.07	124289.0	1267.3498521464262	0.2	3	2	0	0	0	2	0	1	0	3	0
2020-03-12	8231	SK Pforzheim	8.0	Baden-Württemberg	98.07	124289.0	1267.3498521464262	0.2	1	0	0	0	0	0	1	0	0	1	0
2020-03-16	8231	SK Pforzheim	8.0	Baden-Württemberg	98.07	124289.0	1267.3498521464262	0.2	2	1	0	0	0	1	1	0	0	2	0
2020-03-18	8231	SK Pforzheim	8.0	Baden-Württemberg	98.07	124289.0	1267.3498521464262	0.2	1	1	0	0	0	0	1	0	0	1	0
2020-03-19	8231	SK Pforzheim	8.0	Baden-Württemberg	98.07	124289.0	1267.3498521464262	0.2	5	2	0	0	0	0	3	2	0	5	0
2020-03-20	8231	SK Pforzheim	8.0	Baden-Württemberg	98.07	124289.0	1267.3498521464262	0.2	1	1	0	0	0	0	0	1	0	1	0
2020-03-05	8235	LK Calw	8.0	Baden-Württemberg	797.31	157424.0	197.44390513100305	0.21	1	1	0	0	0	1	0	0	0	1	0
2020-03-09	8235	LK Calw	8.0	Baden-Württemberg	797.31	157424.0	197.44390513100305	0.21	1	0	0	0	0	0	1	0	0	1	0
2020-03-10	8235	LK Calw	8.0	Baden-Württemberg	797.31	157424.0	197.44390513100305	0.21	5	2	0	0	0	0	4	0	0	5	0
2020-03-11	8235	LK Calw	8.0	Baden-Württemberg	797.31	157424.0	197.44390513100305	0.21	4	2	0	0	0	0	1	2	0	4	0
2020-03-12	8235	LK Calw	8.0	Baden-Württemberg	797.31	157424.0	197.44390513100305	0.21	3	1	0	0	0	0	3	0	0	3	0
2020-03-13	8235	LK Calw	8.0	Baden-Württemberg	797.31	157424.0	197.44390513100305	0.21	12	8	0	0	0	0	7	5	0	12	0
2020-03-14	8235	LK Calw	8.0	Baden-Württemberg	797.31	157424.0	197.44390513100305	0.21	8	5	0	1	0	4	3	0	0	8	0
2020-03-15	8235	LK Calw	8.0	Baden-Württemberg	797.31	157424.0	197.44390513100305	0.21	9	4	0	0	0	0	7	2	0	9	0
2020-03-16	8235	LK Calw	8.0	Baden-Württemberg	797.31	157424.0	197.44390513100305	0.21	5	2	0	0	0	2	2	1	0	5	0
2020-03-17	8235	LK Calw	8.0	Baden-Württemberg	797.31	157424.0	197.44390513100305	0.21	13	7	0	0	0	3	6	4	0	13	0
2020-03-18	8235	LK Calw	8.0	Baden-Württemberg	797.31	157424.0	197.44390513100305	0.21	16	10	0	0	0	8	6	1	1	16	0
2020-03-19	8235	LK Calw	8.0	Baden-Württemberg	797.31	157424.0	197.44390513100305	0.21	15	8	0	1	0	1	8	4	1	15	0
2020-03-07	8236	LK Enzkreis	8.0	Baden-Württemberg	573.6199999999999	198369.0	345.81953209441804	0.21	1	1	0	0	0	0	1	0	0	1	0
2020-03-10	8236	LK Enzkreis	8.0	Baden-Württemberg	573.6199999999999	198369.0	345.81953209441804	0.21	1	1	0	0	0	0	1	0	0	1	0
2020-03-12	8236	LK Enzkreis	8.0	Baden-Württemberg	573.6199999999999	198369.0	345.81953209441804	0.21	2	1	0	0	0	0	1	1	0	2	0
2020-03-16	8236	LK Enzkreis	8.0	Baden-Württemberg	573.6199999999999	198369.0	345.81953209441804	0.21	6	3	0	0	0	0	5	1	0	6	0
2020-03-17	8236	LK Enzkreis	8.0	Baden-Württemberg	573.6199999999999	198369.0	345.81953209441804	0.21	1	1	0	0	0	0	1	0	0	1	0
2020-03-18	8236	LK Enzkreis	8.0	Baden-Württemberg	573.6199999999999	198369.0	345.81953209441804	0.21	5	3	0	0	0	1	4	0	0	5	0
2020-03-19	8236	LK Enzkreis	8.0	Baden-Württemberg	573.6199999999999	198369.0	345.81953209441804	0.21	6	5	0	0	0	5	1	0	0	6	0
2020-03-20	8236	LK Enzkreis	8.0	Baden-Württemberg	573.6199999999999	198369.0	345.81953209441804	0.21	2	1	0	0	0	1	0	1	0	2	0
2020-03-07	8237	LK Freudenstadt	8.0	Baden-Württemberg	870.3900000000001	117456.0	134.94640333643537	0.2	1	1	0	0	0	1	0	0	0	1	0
2020-03-12	8237	LK Freudenstadt	8.0	Baden-Württemberg	870.3900000000001	117456.0	134.94640333643537	0.2	1	0	0	0	0	0	1	0	0	1	0
2020-03-13	8237	LK Freudenstadt	8.0	Baden-Württemberg	870.3900000000001	117456.0	134.94640333643537	0.2	1	0	0	0	0	1	0	0	0	1	0
2020-03-14	8237	LK Freudenstadt	8.0	Baden-Württemberg	870.3900000000001	117456.0	134.94640333643537	0.2	4	3	0	0	0	0	4	0	0	4	0
2020-03-15	8237	LK Freudenstadt	8.0	Baden-Württemberg	870.3900000000001	117456.0	134.94640333643537	0.2	1	1	0	0	0	0	1	0	0	1	0
2020-03-16	8237	LK Freudenstadt	8.0	Baden-Württemberg	870.3900000000001	117456.0	134.94640333643537	0.2	2	2	0	0	0	0	2	0	0	2	0
2020-03-17	8237	LK Freudenstadt	8.0	Baden-Württemberg	870.3900000000001	117456.0	134.94640333643537	0.2	4	2	0	0	0	1	3	0	0	4	0
2020-02-26	8311	SK Freiburg i.Breisgau	8.0	Baden-Württemberg	153.04	229636.0	1500.4966021955045	0.16	1	0	0	0	0	1	0	0	0	1	0
2020-02-29	8311	SK Freiburg i.Breisgau	8.0	Baden-Württemberg	153.04	229636.0	1500.4966021955045	0.16	2	1	0	0	0	0	2	0	0	2	0
2020-03-06	8311	SK Freiburg i.Breisgau	8.0	Baden-Württemberg	153.04	229636.0	1500.4966021955045	0.16	2	0	0	0	0	0	2	0	0	2	0
2020-03-07	8311	SK Freiburg i.Breisgau	8.0	Baden-Württemberg	153.04	229636.0	1500.4966021955045	0.16	2	2	0	0	0	0	1	1	0	2	0
2020-03-08	8311	SK Freiburg i.Breisgau	8.0	Baden-Württemberg	153.04	229636.0	1500.4966021955045	0.16	1	0	0	0	1	0	0	0	0	1	0
2020-03-09	8311	SK Freiburg i.Breisgau	8.0	Baden-Württemberg	153.04	229636.0	1500.4966021955045	0.16	3	0	0	0	0	2	1	0	0	3	0
2020-03-10	8311	SK Freiburg i.Breisgau	8.0	Baden-Württemberg	153.04	229636.0	1500.4966021955045	0.16	2	1	0	0	0	0	2	0	0	2	0
2020-03-11	8311	SK Freiburg i.Breisgau	8.0	Baden-Württemberg	153.04	229636.0	1500.4966021955045	0.16	6	3	0	0	0	5	1	0	0	6	0
2020-03-12	8311	SK Freiburg i.Breisgau	8.0	Baden-Württemberg	153.04	229636.0	1500.4966021955045	0.16	15	7	0	0	0	7	7	0	0	15	0
2020-03-13	8311	SK Freiburg i.Breisgau	8.0	Baden-Württemberg	153.04	229636.0	1500.4966021955045	0.16	9	6	0	0	0	3	5	1	0	9	0
2020-03-14	8311	SK Freiburg i.Breisgau	8.0	Baden-Württemberg	153.04	229636.0	1500.4966021955045	0.16	3	2	0	0	0	2	0	0	1	3	0
2020-03-15	8311	SK Freiburg i.Breisgau	8.0	Baden-Württemberg	153.04	229636.0	1500.4966021955045	0.16	9	4	0	0	1	0	5	2	1	9	0
2020-03-16	8311	SK Freiburg i.Breisgau	8.0	Baden-Württemberg	153.04	229636.0	1500.4966021955045	0.16	15	9	0	0	1	5	8	1	0	15	0
2020-03-17	8311	SK Freiburg i.Breisgau	8.0	Baden-Württemberg	153.04	229636.0	1500.4966021955045	0.16	27	11	0	0	0	11	11	4	1	27	0
2020-03-18	8311	SK Freiburg i.Breisgau	8.0	Baden-Württemberg	153.04	229636.0	1500.4966021955045	0.16	33	13	0	1	1	13	12	4	2	33	0
2020-03-19	8311	SK Freiburg i.Breisgau	8.0	Baden-Württemberg	153.04	229636.0	1500.4966021955045	0.16	20	12	0	1	0	5	8	3	2	20	0
2020-02-26	8315	LK Breisgau-Hochschwarzwald	8.0	Baden-Württemberg	1378.3099999999995	262405.0	190.38169932743733	0.21	1	1	0	0	0	0	1	0	0	1	0
2020-02-28	8315	LK Breisgau-Hochschwarzwald	8.0	Baden-Württemberg	1378.3099999999995	262405.0	190.38169932743733	0.21	1	1	0	0	0	0	1	0	0	1	0
2020-03-04	8315	LK Breisgau-Hochschwarzwald	8.0	Baden-Württemberg	1378.3099999999995	262405.0	190.38169932743733	0.21	1	1	0	0	0	0	1	0	0	1	0
2020-03-05	8315	LK Breisgau-Hochschwarzwald	8.0	Baden-Württemberg	1378.3099999999995	262405.0	190.38169932743733	0.21	1	0	0	0	0	0	1	0	0	1	0
2020-03-06	8315	LK Breisgau-Hochschwarzwald	8.0	Baden-Württemberg	1378.3099999999995	262405.0	190.38169932743733	0.21	1	1	0	0	0	0	1	0	0	1	0
2020-03-07	8315	LK Breisgau-Hochschwarzwald	8.0	Baden-Württemberg	1378.3099999999995	262405.0	190.38169932743733	0.21	1	1	0	0	0	0	1	0	0	1	0
2020-03-09	8315	LK Breisgau-Hochschwarzwald	8.0	Baden-Württemberg	1378.3099999999995	262405.0	190.38169932743733	0.21	3	2	0	0	0	0	3	0	0	3	0
2020-03-10	8315	LK Breisgau-Hochschwarzwald	8.0	Baden-Württemberg	1378.3099999999995	262405.0	190.38169932743733	0.21	1	1	0	0	0	0	0	1	0	1	0
2020-03-11	8315	LK Breisgau-Hochschwarzwald	8.0	Baden-Württemberg	1378.3099999999995	262405.0	190.38169932743733	0.21	5	4	0	0	0	0	3	2	0	5	0
2020-03-12	8315	LK Breisgau-Hochschwarzwald	8.0	Baden-Württemberg	1378.3099999999995	262405.0	190.38169932743733	0.21	7	3	0	0	0	2	4	1	0	7	0
2020-03-13	8315	LK Breisgau-Hochschwarzwald	8.0	Baden-Württemberg	1378.3099999999995	262405.0	190.38169932743733	0.21	5	3	0	0	0	0	4	1	0	5	0
2020-03-14	8315	LK Breisgau-Hochschwarzwald	8.0	Baden-Württemberg	1378.3099999999995	262405.0	190.38169932743733	0.21	15	7	0	0	1	5	4	4	1	15	0
2020-03-15	8315	LK Breisgau-Hochschwarzwald	8.0	Baden-Württemberg	1378.3099999999995	262405.0	190.38169932743733	0.21	2	1	0	0	0	1	1	0	0	2	0
2020-03-16	8315	LK Breisgau-Hochschwarzwald	8.0	Baden-Württemberg	1378.3099999999995	262405.0	190.38169932743733	0.21	15	8	0	0	0	2	9	2	2	15	0
2020-03-17	8315	LK Breisgau-Hochschwarzwald	8.0	Baden-Württemberg	1378.3099999999995	262405.0	190.38169932743733	0.21	27	16	0	0	0	5	16	2	4	27	0
2020-03-18	8315	LK Breisgau-Hochschwarzwald	8.0	Baden-Württemberg	1378.3099999999995	262405.0	190.38169932743733	0.21	32	16	0	0	1	11	19	1	0	32	0
2020-03-19	8315	LK Breisgau-Hochschwarzwald	8.0	Baden-Württemberg	1378.3099999999995	262405.0	190.38169932743733	0.21	15	7	0	0	0	2	11	1	1	15	0
2020-03-04	8316	LK Emmendingen	8.0	Baden-Württemberg	679.7900000000002	164712.0	242.29835684549641	0.21	1	0	0	0	0	0	0	1	0	1	0
2020-03-06	8316	LK Emmendingen	8.0	Baden-Württemberg	679.7900000000002	164712.0	242.29835684549641	0.21	1	0	0	0	0	0	1	0	0	1	0
2020-03-07	8316	LK Emmendingen	8.0	Baden-Württemberg	679.7900000000002	164712.0	242.29835684549641	0.21	2	1	0	0	1	0	1	0	0	2	0
2020-03-08	8316	LK Emmendingen	8.0	Baden-Württemberg	679.7900000000002	164712.0	242.29835684549641	0.21	3	3	0	0	0	0	3	0	0	3	0
2020-03-09	8316	LK Emmendingen	8.0	Baden-Württemberg	679.7900000000002	164712.0	242.29835684549641	0.21	6	4	0	1	1	0	3	1	0	6	0
2020-03-10	8316	LK Emmendingen	8.0	Baden-Württemberg	679.7900000000002	164712.0	242.29835684549641	0.21	1	1	0	0	0	0	0	1	0	1	0
2020-03-11	8316	LK Emmendingen	8.0	Baden-Württemberg	679.7900000000002	164712.0	242.29835684549641	0.21	2	2	0	0	0	0	0	0	2	1	1
2020-03-12	8316	LK Emmendingen	8.0	Baden-Württemberg	679.7900000000002	164712.0	242.29835684549641	0.21	1	1	0	0	0	0	1	0	0	1	0
2020-03-13	8316	LK Emmendingen	8.0	Baden-Württemberg	679.7900000000002	164712.0	242.29835684549641	0.21	4	2	0	0	0	1	2	1	0	4	0
2020-03-14	8316	LK Emmendingen	8.0	Baden-Württemberg	679.7900000000002	164712.0	242.29835684549641	0.21	9	6	0	0	0	0	6	3	0	9	0
2020-03-15	8316	LK Emmendingen	8.0	Baden-Württemberg	679.7900000000002	164712.0	242.29835684549641	0.21	5	3	0	0	0	2	3	0	0	5	0
2020-03-16	8316	LK Emmendingen	8.0	Baden-Württemberg	679.7900000000002	164712.0	242.29835684549641	0.21	9	7	0	1	0	1	3	2	2	8	1
2020-03-17	8316	LK Emmendingen	8.0	Baden-Württemberg	679.7900000000002	164712.0	242.29835684549641	0.21	17	13	0	4	0	3	8	1	1	17	0
2020-03-18	8316	LK Emmendingen	8.0	Baden-Württemberg	679.7900000000002	164712.0	242.29835684549641	0.21	8	5	0	0	1	0	2	4	1	8	0
2020-03-19	8316	LK Emmendingen	8.0	Baden-Württemberg	679.7900000000002	164712.0	242.29835684549641	0.21	33	18	0	2	0	5	17	5	4	32	1
2020-03-20	8316	LK Emmendingen	8.0	Baden-Württemberg	679.7900000000002	164712.0	242.29835684549641	0.21	11	3	0	0	0	1	2	2	6	10	1
2020-03-05	8317	LK Ortenaukreis	8.0	Baden-Württemberg	1860.29	425932.0	228.9600008600809	0.21	3	1	0	0	0	3	0	0	0	3	0
2020-03-06	8317	LK Ortenaukreis	8.0	Baden-Württemberg	1860.29	425932.0	228.9600008600809	0.21	6	3	0	0	0	1	3	1	1	6	0
2020-03-08	8317	LK Ortenaukreis	8.0	Baden-Württemberg	1860.29	425932.0	228.9600008600809	0.21	1	0	0	0	0	0	1	0	0	1	0
2020-03-09	8317	LK Ortenaukreis	8.0	Baden-Württemberg	1860.29	425932.0	228.9600008600809	0.21	2	1	0	0	0	0	1	0	1	2	0
2020-03-10	8317	LK Ortenaukreis	8.0	Baden-Württemberg	1860.29	425932.0	228.9600008600809	0.21	3	1	0	0	1	0	1	0	1	3	0
2020-03-12	8317	LK Ortenaukreis	8.0	Baden-Württemberg	1860.29	425932.0	228.9600008600809	0.21	3	2	0	0	0	0	2	1	0	3	0
2020-03-13	8317	LK Ortenaukreis	8.0	Baden-Württemberg	1860.29	425932.0	228.9600008600809	0.21	9	5	0	0	0	0	3	5	1	9	0
2020-03-14	8317	LK Ortenaukreis	8.0	Baden-Württemberg	1860.29	425932.0	228.9600008600809	0.21	5	5	0	0	0	0	1	3	1	5	0
2020-03-15	8317	LK Ortenaukreis	8.0	Baden-Württemberg	1860.29	425932.0	228.9600008600809	0.21	6	3	0	0	0	1	1	4	0	6	0
2020-03-16	8317	LK Ortenaukreis	8.0	Baden-Württemberg	1860.29	425932.0	228.9600008600809	0.21	4	2	0	0	0	1	2	1	0	4	0
2020-03-17	8317	LK Ortenaukreis	8.0	Baden-Württemberg	1860.29	425932.0	228.9600008600809	0.21	6	3	0	0	0	1	2	1	2	5	1
2020-03-18	8317	LK Ortenaukreis	8.0	Baden-Württemberg	1860.29	425932.0	228.9600008600809	0.21	16	9	0	0	0	1	7	6	2	15	1
2020-03-19	8317	LK Ortenaukreis	8.0	Baden-Württemberg	1860.29	425932.0	228.9600008600809	0.21	11	7	0	0	0	2	5	4	0	11	0
2020-03-20	8317	LK Ortenaukreis	8.0	Baden-Württemberg	1860.29	425932.0	228.9600008600809	0.21	1	1	0	0	0	0	1	0	0	1	0
2020-02-26	8325	LK Rottweil	8.0	Baden-Württemberg	769.44	138858.0	180.46631316281966	0.21	1	1	0	0	0	1	0	0	0	1	0
2020-03-12	8325	LK Rottweil	8.0	Baden-Württemberg	769.44	138858.0	180.46631316281966	0.21	1	0	0	0	0	0	0	1	0	1	0
2020-03-13	8325	LK Rottweil	8.0	Baden-Württemberg	769.44	138858.0	180.46631316281966	0.21	1	0	0	0	0	1	0	0	0	1	0
2020-03-17	8325	LK Rottweil	8.0	Baden-Württemberg	769.44	138858.0	180.46631316281966	0.21	3	3	0	0	0	1	0	0	2	2	1
2020-03-18	8325	LK Rottweil	8.0	Baden-Württemberg	769.44	138858.0	180.46631316281966	0.21	2	1	0	0	0	1	0	1	0	2	0
2020-03-07	8326	LK Schwarzwald-Baar-Kreis	8.0	Baden-Württemberg	1025.34	211207.0	205.98728226734542	0.22	1	0	0	0	0	0	1	0	0	1	0
2020-03-12	8326	LK Schwarzwald-Baar-Kreis	8.0	Baden-Württemberg	1025.34	211207.0	205.98728226734542	0.22	3	3	0	0	0	0	2	0	1	3	0
2020-03-13	8326	LK Schwarzwald-Baar-Kreis	8.0	Baden-Württemberg	1025.34	211207.0	205.98728226734542	0.22	4	2	0	0	0	1	1	2	0	4	0
2020-03-14	8326	LK Schwarzwald-Baar-Kreis	8.0	Baden-Württemberg	1025.34	211207.0	205.98728226734542	0.22	2	2	0	0	0	0	2	0	0	2	0
2020-03-15	8326	LK Schwarzwald-Baar-Kreis	8.0	Baden-Württemberg	1025.34	211207.0	205.98728226734542	0.22	6	4	0	0	0	1	3	2	0	6	0
2020-03-16	8326	LK Schwarzwald-Baar-Kreis	8.0	Baden-Württemberg	1025.34	211207.0	205.98728226734542	0.22	3	3	0	0	0	1	1	1	0	3	0
2020-03-17	8326	LK Schwarzwald-Baar-Kreis	8.0	Baden-Württemberg	1025.34	211207.0	205.98728226734542	0.22	11	4	0	0	0	2	6	3	0	11	0
2020-03-18	8326	LK Schwarzwald-Baar-Kreis	8.0	Baden-Württemberg	1025.34	211207.0	205.98728226734542	0.22	2	1	0	0	0	1	1	0	0	2	0
2020-03-19	8326	LK Schwarzwald-Baar-Kreis	8.0	Baden-Württemberg	1025.34	211207.0	205.98728226734542	0.22	5	1	0	0	0	2	2	1	0	5	0
2020-03-13	8327	LK Tuttlingen	8.0	Baden-Württemberg	734.35	139397.0	189.82365357118545	0.19	3	3	0	0	0	0	3	0	0	3	0
2020-03-14	8327	LK Tuttlingen	8.0	Baden-Württemberg	734.35	139397.0	189.82365357118545	0.19	2	1	0	0	0	1	0	0	1	2	0
2020-03-17	8327	LK Tuttlingen	8.0	Baden-Württemberg	734.35	139397.0	189.82365357118545	0.19	3	2	0	0	0	0	3	0	0	3	0
2020-03-18	8327	LK Tuttlingen	8.0	Baden-Württemberg	734.35	139397.0	189.82365357118545	0.19	2	2	0	0	0	0	2	0	0	2	0
2020-03-19	8327	LK Tuttlingen	8.0	Baden-Württemberg	734.35	139397.0	189.82365357118545	0.19	3	2	0	0	0	1	1	1	0	3	0
2020-03-06	8335	LK Konstanz	8.0	Baden-Württemberg	817.9700000000001	284015.0	347.21933567245736	0.21	1	1	0	0	0	0	1	0	0	1	0
2020-03-10	8335	LK Konstanz	8.0	Baden-Württemberg	817.9700000000001	284015.0	347.21933567245736	0.21	1	1	0	0	0	0	0	1	0	1	0
2020-03-11	8335	LK Konstanz	8.0	Baden-Württemberg	817.9700000000001	284015.0	347.21933567245736	0.21	4	3	0	0	0	2	1	1	0	4	0
2020-03-12	8335	LK Konstanz	8.0	Baden-Württemberg	817.9700000000001	284015.0	347.21933567245736	0.21	2	2	0	0	0	0	0	2	0	2	0
2020-03-13	8335	LK Konstanz	8.0	Baden-Württemberg	817.9700000000001	284015.0	347.21933567245736	0.21	16	6	0	0	0	6	7	2	1	16	0
2020-03-14	8335	LK Konstanz	8.0	Baden-Württemberg	817.9700000000001	284015.0	347.21933567245736	0.21	2	1	0	0	0	0	0	2	0	2	0
2020-03-16	8335	LK Konstanz	8.0	Baden-Württemberg	817.9700000000001	284015.0	347.21933567245736	0.21	9	5	0	0	0	2	4	3	0	9	0
2020-03-17	8335	LK Konstanz	8.0	Baden-Württemberg	817.9700000000001	284015.0	347.21933567245736	0.21	3	1	0	0	0	2	1	0	0	3	0
2020-03-18	8335	LK Konstanz	8.0	Baden-Württemberg	817.9700000000001	284015.0	347.21933567245736	0.21	12	7	0	0	0	2	7	3	0	12	0
2020-03-19	8335	LK Konstanz	8.0	Baden-Württemberg	817.9700000000001	284015.0	347.21933567245736	0.21	2	1	0	0	0	0	0	2	0	2	0
2020-03-03	8336	LK Lörrach	8.0	Baden-Württemberg	806.7199999999997	228314.0	283.01517255057524	0.2	1	1	0	0	0	0	1	0	0	1	0
2020-03-10	8336	LK Lörrach	8.0	Baden-Württemberg	806.7199999999997	228314.0	283.01517255057524	0.2	1	1	0	0	0	0	1	0	0	1	0
2020-03-11	8336	LK Lörrach	8.0	Baden-Württemberg	806.7199999999997	228314.0	283.01517255057524	0.2	1	1	0	0	0	0	1	0	0	1	0
2020-03-12	8336	LK Lörrach	8.0	Baden-Württemberg	806.7199999999997	228314.0	283.01517255057524	0.2	5	3	0	0	0	1	3	1	0	5	0
2020-03-13	8336	LK Lörrach	8.0	Baden-Württemberg	806.7199999999997	228314.0	283.01517255057524	0.2	4	3	0	0	0	2	2	0	0	4	0
2020-03-14	8336	LK Lörrach	8.0	Baden-Württemberg	806.7199999999997	228314.0	283.01517255057524	0.2	4	2	0	1	0	1	2	0	0	4	0
2020-03-15	8336	LK Lörrach	8.0	Baden-Württemberg	806.7199999999997	228314.0	283.01517255057524	0.2	1	0	0	0	0	1	0	0	0	1	0
2020-03-16	8336	LK Lörrach	8.0	Baden-Württemberg	806.7199999999997	228314.0	283.01517255057524	0.2	4	1	0	0	0	2	0	2	0	4	0
2020-03-17	8336	LK Lörrach	8.0	Baden-Württemberg	806.7199999999997	228314.0	283.01517255057524	0.2	11	5	0	0	0	3	5	2	1	11	0
2020-03-18	8336	LK Lörrach	8.0	Baden-Württemberg	806.7199999999997	228314.0	283.01517255057524	0.2	14	7	0	0	0	2	6	4	2	14	0
2020-03-19	8336	LK Lörrach	8.0	Baden-Württemberg	806.7199999999997	228314.0	283.01517255057524	0.2	11	7	0	0	0	3	6	2	0	11	0
2020-03-10	8337	LK Waldshut	8.0	Baden-Württemberg	1131.1	170198.0	150.47122270356292	0.21	1	0	0	0	0	0	1	0	0	1	0
2020-03-11	8337	LK Waldshut	8.0	Baden-Württemberg	1131.1	170198.0	150.47122270356292	0.21	3	2	0	0	0	1	0	0	2	2	1
2020-03-14	8337	LK Waldshut	8.0	Baden-Württemberg	1131.1	170198.0	150.47122270356292	0.21	2	2	0	0	0	1	1	0	0	2	0
2020-03-15	8337	LK Waldshut	8.0	Baden-Württemberg	1131.1	170198.0	150.47122270356292	0.21	1	1	0	0	0	0	1	0	0	1	0
2020-03-17	8337	LK Waldshut	8.0	Baden-Württemberg	1131.1	170198.0	150.47122270356292	0.21	2	0	0	0	0	0	1	0	1	2	0
2020-03-18	8337	LK Waldshut	8.0	Baden-Württemberg	1131.1	170198.0	150.47122270356292	0.21	3	1	0	0	0	1	2	0	0	3	0
2020-03-19	8337	LK Waldshut	8.0	Baden-Württemberg	1131.1	170198.0	150.47122270356292	0.21	2	1	0	0	0	0	0	1	1	2	0
2020-03-10	8415	LK Reutlingen	8.0	Baden-Württemberg	1092.46	285754.0	261.56930230855136	0.2	1	0	0	0	0	0	0	1	0	1	0
2020-03-11	8415	LK Reutlingen	8.0	Baden-Württemberg	1092.46	285754.0	261.56930230855136	0.2	4	2	0	0	0	0	2	2	0	4	0
2020-03-12	8415	LK Reutlingen	8.0	Baden-Württemberg	1092.46	285754.0	261.56930230855136	0.2	3	2	0	0	0	1	0	1	1	3	0
2020-03-13	8415	LK Reutlingen	8.0	Baden-Württemberg	1092.46	285754.0	261.56930230855136	0.2	11	7	0	0	0	2	7	2	0	11	0
2020-03-14	8415	LK Reutlingen	8.0	Baden-Württemberg	1092.46	285754.0	261.56930230855136	0.2	10	7	0	0	1	1	6	2	0	10	0
2020-03-15	8415	LK Reutlingen	8.0	Baden-Württemberg	1092.46	285754.0	261.56930230855136	0.2	2	2	0	0	0	0	1	1	0	2	0
