	IdBundesland	Bundesland	Landkreis	Altersgruppe	Geschlecht	AnzahlFall	AnzahlTodesfall	ObjectId	Meldedatum	IdLandkreis
0	1	Schleswig-Holstein	SK Flensburg	A15-A34	M	1	0	139910	2020-03-14T00:00:00.000Z	1001
1	1	Schleswig-Holstein	SK Flensburg	A15-A34	M	2	0	139911	2020-03-19T00:00:00.000Z	1001
2	1	Schleswig-Holstein	SK Flensburg	A15-A34	W	1	0	139912	2020-03-14T00:00:00.000Z	1001
3	1	Schleswig-Holstein	SK Flensburg	A15-A34	W	2	0	139913	2020-03-18T00:00:00.000Z	1001
4	1	Schleswig-Holstein	SK Flensburg	A35-A59	M	1	0	139914	2020-03-14T00:00:00.000Z	1001
5	1	Schleswig-Holstein	SK Flensburg	A35-A59	W	1	0	139915	2020-03-14T00:00:00.000Z	1001
6	1	Schleswig-Holstein	SK Flensburg	A35-A59	W	2	0	139916	2020-03-19T00:00:00.000Z	1001
7	1	Schleswig-Holstein	SK Kiel	A15-A34	M	1	0	139917	2020-03-10T00:00:00.000Z	1002
8	1	Schleswig-Holstein	SK Kiel	A15-A34	M	2	0	139918	2020-03-11T00:00:00.000Z	1002
9	1	Schleswig-Holstein	SK Kiel	A15-A34	M	1	0	139919	2020-03-13T00:00:00.000Z	1002
10	1	Schleswig-Holstein	SK Kiel	A15-A34	M	1	0	139920	2020-03-14T00:00:00.000Z	1002
11	1	Schleswig-Holstein	SK Kiel	A15-A34	M	1	0	139921	2020-03-16T00:00:00.000Z	1002
12	1	Schleswig-Holstein	SK Kiel	A15-A34	M	1	0	139922	2020-03-18T00:00:00.000Z	1002
13	1	Schleswig-Holstein	SK Kiel	A15-A34	W	1	0	139923	2020-03-10T00:00:00.000Z	1002
14	1	Schleswig-Holstein	SK Kiel	A15-A34	W	1	0	139924	2020-03-12T00:00:00.000Z	1002
15	1	Schleswig-Holstein	SK Kiel	A15-A34	W	3	0	139925	2020-03-16T00:00:00.000Z	1002
16	1	Schleswig-Holstein	SK Kiel	A15-A34	W	1	0	139926	2020-03-17T00:00:00.000Z	1002
17	1	Schleswig-Holstein	SK Kiel	A15-A34	W	2	0	139927	2020-03-18T00:00:00.000Z	1002
18	1	Schleswig-Holstein	SK Kiel	A15-A34	W	3	0	139928	2020-03-19T00:00:00.000Z	1002
19	1	Schleswig-Holstein	SK Kiel	A35-A59	M	1	0	139929	2020-03-11T00:00:00.000Z	1002
20	1	Schleswig-Holstein	SK Kiel	A35-A59	M	1	0	139930	2020-03-12T00:00:00.000Z	1002
21	1	Schleswig-Holstein	SK Kiel	A35-A59	M	3	0	139931	2020-03-19T00:00:00.000Z	1002
22	1	Schleswig-Holstein	SK Kiel	A35-A59	W	1	0	139932	2020-03-10T00:00:00.000Z	1002
23	1	Schleswig-Holstein	SK Kiel	A35-A59	W	1	0	139933	2020-03-11T00:00:00.000Z	1002
24	1	Schleswig-Holstein	SK Kiel	A35-A59	W	2	0	139934	2020-03-12T00:00:00.000Z	1002
25	1	Schleswig-Holstein	SK Kiel	A35-A59	W	1	0	139935	2020-03-16T00:00:00.000Z	1002
26	1	Schleswig-Holstein	SK Kiel	A35-A59	W	1	0	139936	2020-03-17T00:00:00.000Z	1002
27	1	Schleswig-Holstein	SK Kiel	A35-A59	W	1	0	139937	2020-03-18T00:00:00.000Z	1002
28	1	Schleswig-Holstein	SK Kiel	A35-A59	W	2	0	139938	2020-03-19T00:00:00.000Z	1002
29	1	Schleswig-Holstein	SK Kiel	A60-A79	M	1	0	139939	2020-03-19T00:00:00.000Z	1002
30	1	Schleswig-Holstein	SK Kiel	A60-A79	W	1	0	139940	2020-03-18T00:00:00.000Z	1002
31	1	Schleswig-Holstein	SK Lübeck	A15-A34	M	1	0	139941	2020-03-11T00:00:00.000Z	1003
32	1	Schleswig-Holstein	SK Lübeck	A15-A34	M	1	0	139942	2020-03-18T00:00:00.000Z	1003
33	1	Schleswig-Holstein	SK Lübeck	A15-A34	M	1	0	139943	2020-03-19T00:00:00.000Z	1003
34	1	Schleswig-Holstein	SK Lübeck	A15-A34	W	1	0	139944	2020-03-08T00:00:00.000Z	1003
35	1	Schleswig-Holstein	SK Lübeck	A15-A34	W	1	0	139945	2020-03-17T00:00:00.000Z	1003
36	1	Schleswig-Holstein	SK Lübeck	A15-A34	W	1	0	139946	2020-03-18T00:00:00.000Z	1003
37	1	Schleswig-Holstein	SK Lübeck	A15-A34	W	1	0	139947	2020-03-19T00:00:00.000Z	1003
38	1	Schleswig-Holstein	SK Lübeck	A35-A59	M	1	0	139948	2020-02-29T00:00:00.000Z	1003
39	1	Schleswig-Holstein	SK Lübeck	A35-A59	M	1	0	139949	2020-03-11T00:00:00.000Z	1003
40	1	Schleswig-Holstein	SK Lübeck	A35-A59	M	1	0	139950	2020-03-15T00:00:00.000Z	1003
41	1	Schleswig-Holstein	SK Lübeck	A35-A59	M	1	0	139951	2020-03-17T00:00:00.000Z	1003
42	1	Schleswig-Holstein	SK Lübeck	A35-A59	M	1	0	139952	2020-03-18T00:00:00.000Z	1003
43	1	Schleswig-Holstein	SK Lübeck	A35-A59	M	1	0	139953	2020-03-19T00:00:00.000Z	1003
44	1	Schleswig-Holstein	SK Lübeck	A35-A59	W	2	0	139954	2020-03-11T00:00:00.000Z	1003
45	1	Schleswig-Holstein	SK Lübeck	A35-A59	W	1	0	139955	2020-03-12T00:00:00.000Z	1003
46	1	Schleswig-Holstein	SK Lübeck	A35-A59	W	1	0	139956	2020-03-13T00:00:00.000Z	1003
47	1	Schleswig-Holstein	SK Lübeck	A35-A59	W	1	0	139957	2020-03-18T00:00:00.000Z	1003
48	1	Schleswig-Holstein	SK Lübeck	A60-A79	M	1	0	139958	2020-03-11T00:00:00.000Z	1003
49	1	Schleswig-Holstein	SK Lübeck	A60-A79	M	1	1	139959	2020-03-18T00:00:00.000Z	1003
50	1	Schleswig-Holstein	SK Neumünster	A35-A59	W	1	0	139960	2020-03-16T00:00:00.000Z	1004
51	1	Schleswig-Holstein	LK Dithmarschen	A15-A34	M	1	0	139961	2020-03-18T00:00:00.000Z	1051
52	1	Schleswig-Holstein	LK Dithmarschen	A15-A34	W	1	0	139962	2020-03-05T00:00:00.000Z	1051
53	1	Schleswig-Holstein	LK Dithmarschen	A35-A59	M	1	0	139963	2020-03-15T00:00:00.000Z	1051
54	1	Schleswig-Holstein	LK Dithmarschen	A35-A59	W	2	0	139964	2020-03-15T00:00:00.000Z	1051
55	1	Schleswig-Holstein	LK Dithmarschen	A35-A59	W	1	0	139965	2020-03-18T00:00:00.000Z	1051
56	1	Schleswig-Holstein	LK Dithmarschen	A60-A79	M	1	0	139966	2020-03-15T00:00:00.000Z	1051
57	1	Schleswig-Holstein	LK Dithmarschen	A60-A79	M	1	0	139967	2020-03-18T00:00:00.000Z	1051
58	1	Schleswig-Holstein	LK Dithmarschen	A60-A79	M	1	0	139968	2020-03-19T00:00:00.000Z	1051
59	1	Schleswig-Holstein	LK Dithmarschen	A60-A79	W	1	0	139969	2020-03-15T00:00:00.000Z	1051
60	1	Schleswig-Holstein	LK Dithmarschen	A60-A79	W	1	0	139970	2020-03-18T00:00:00.000Z	1051
61	1	Schleswig-Holstein	LK Herzogtum Lauenburg	A15-A34	M	1	0	139971	2020-03-11T00:00:00.000Z	1053
62	1	Schleswig-Holstein	LK Herzogtum Lauenburg	A15-A34	M	1	0	139972	2020-03-18T00:00:00.000Z	1053
63	1	Schleswig-Holstein	LK Herzogtum Lauenburg	A15-A34	W	1	0	139973	2020-03-02T00:00:00.000Z	1053
64	1	Schleswig-Holstein	LK Herzogtum Lauenburg	A15-A34	W	1	0	139974	2020-03-10T00:00:00.000Z	1053
65	1	Schleswig-Holstein	LK Herzogtum Lauenburg	A15-A34	W	1	0	139975	2020-03-11T00:00:00.000Z	1053
66	1	Schleswig-Holstein	LK Herzogtum Lauenburg	A15-A34	W	1	0	139976	2020-03-16T00:00:00.000Z	1053
67	1	Schleswig-Holstein	LK Herzogtum Lauenburg	A15-A34	W	1	0	139977	2020-03-19T00:00:00.000Z	1053
68	1	Schleswig-Holstein	LK Herzogtum Lauenburg	A35-A59	M	1	0	139978	2020-03-10T00:00:00.000Z	1053
69	1	Schleswig-Holstein	LK Herzogtum Lauenburg	A35-A59	M	2	0	139979	2020-03-18T00:00:00.000Z	1053
70	1	Schleswig-Holstein	LK Herzogtum Lauenburg	A35-A59	M	2	0	139980	2020-03-19T00:00:00.000Z	1053
71	1	Schleswig-Holstein	LK Herzogtum Lauenburg	A35-A59	W	3	0	139981	2020-03-13T00:00:00.000Z	1053
72	1	Schleswig-Holstein	LK Herzogtum Lauenburg	A35-A59	W	1	0	139982	2020-03-17T00:00:00.000Z	1053
73	1	Schleswig-Holstein	LK Herzogtum Lauenburg	A60-A79	M	1	0	139983	2020-03-13T00:00:00.000Z	1053
74	1	Schleswig-Holstein	LK Herzogtum Lauenburg	A60-A79	M	1	0	139984	2020-03-16T00:00:00.000Z	1053
75	1	Schleswig-Holstein	LK Herzogtum Lauenburg	A60-A79	M	1	0	139985	2020-03-17T00:00:00.000Z	1053
76	1	Schleswig-Holstein	LK Herzogtum Lauenburg	unbekannt	M	1	0	139986	2020-03-17T00:00:00.000Z	1053
77	1	Schleswig-Holstein	LK Herzogtum Lauenburg	unbekannt	W	1	0	139987	2020-03-17T00:00:00.000Z	1053
78	1	Schleswig-Holstein	LK Nordfriesland	A15-A34	M	2	0	139988	2020-03-17T00:00:00.000Z	1054
79	1	Schleswig-Holstein	LK Nordfriesland	A15-A34	M	1	0	139989	2020-03-18T00:00:00.000Z	1054
80	1	Schleswig-Holstein	LK Nordfriesland	A15-A34	W	1	0	139990	2020-03-17T00:00:00.000Z	1054
81	1	Schleswig-Holstein	LK Nordfriesland	A35-A59	M	3	0	139991	2020-03-17T00:00:00.000Z	1054
82	1	Schleswig-Holstein	LK Nordfriesland	A35-A59	W	2	0	139992	2020-03-17T00:00:00.000Z	1054
83	1	Schleswig-Holstein	LK Nordfriesland	unbekannt	M	1	0	139993	2020-03-19T00:00:00.000Z	1054
84	1	Schleswig-Holstein	LK Nordfriesland	unbekannt	W	1	0	139994	2020-03-19T00:00:00.000Z	1054
85	1	Schleswig-Holstein	LK Ostholstein	A00-A04	M	1	0	139995	2020-03-19T00:00:00.000Z	1055
86	1	Schleswig-Holstein	LK Ostholstein	A35-A59	M	1	0	139996	2020-03-10T00:00:00.000Z	1055
87	1	Schleswig-Holstein	LK Ostholstein	A35-A59	M	2	0	139997	2020-03-15T00:00:00.000Z	1055
88	1	Schleswig-Holstein	LK Ostholstein	A35-A59	M	1	0	139998	2020-03-16T00:00:00.000Z	1055
89	1	Schleswig-Holstein	LK Ostholstein	A35-A59	M	1	0	139999	2020-03-18T00:00:00.000Z	1055
90	1	Schleswig-Holstein	LK Ostholstein	A35-A59	M	2	0	140000	2020-03-19T00:00:00.000Z	1055
91	1	Schleswig-Holstein	LK Ostholstein	A35-A59	W	1	0	140001	2020-03-18T00:00:00.000Z	1055
92	1	Schleswig-Holstein	LK Ostholstein	A35-A59	W	1	0	140002	2020-03-19T00:00:00.000Z	1055
93	1	Schleswig-Holstein	LK Ostholstein	A60-A79	W	1	0	140003	2020-03-19T00:00:00.000Z	1055
94	1	Schleswig-Holstein	LK Pinneberg	A05-A14	W	1	0	140004	2020-03-13T00:00:00.000Z	1056
95	1	Schleswig-Holstein	LK Pinneberg	A15-A34	M	1	0	140005	2020-03-14T00:00:00.000Z	1056
96	1	Schleswig-Holstein	LK Pinneberg	A15-A34	M	1	0	140006	2020-03-17T00:00:00.000Z	1056
97	1	Schleswig-Holstein	LK Pinneberg	A15-A34	M	1	0	140007	2020-03-19T00:00:00.000Z	1056
98	1	Schleswig-Holstein	LK Pinneberg	A15-A34	W	1	0	140008	2020-03-09T00:00:00.000Z	1056
99	1	Schleswig-Holstein	LK Pinneberg	A15-A34	W	1	0	140009	2020-03-12T00:00:00.000Z	1056
100	1	Schleswig-Holstein	LK Pinneberg	A15-A34	W	1	0	140010	2020-03-14T00:00:00.000Z	1056
101	1	Schleswig-Holstein	LK Pinneberg	A15-A34	W	1	0	140011	2020-03-17T00:00:00.000Z	1056
102	1	Schleswig-Holstein	LK Pinneberg	A35-A59	M	1	0	140012	2020-03-03T00:00:00.000Z	1056
103	1	Schleswig-Holstein	LK Pinneberg	A35-A59	M	1	0	140013	2020-03-11T00:00:00.000Z	1056
104	1	Schleswig-Holstein	LK Pinneberg	A35-A59	M	1	0	140014	2020-03-12T00:00:00.000Z	1056
105	1	Schleswig-Holstein	LK Pinneberg	A35-A59	M	3	0	140015	2020-03-13T00:00:00.000Z	1056
106	1	Schleswig-Holstein	LK Pinneberg	A35-A59	M	3	0	140016	2020-03-14T00:00:00.000Z	1056
107	1	Schleswig-Holstein	LK Pinneberg	A35-A59	M	1	0	140017	2020-03-15T00:00:00.000Z	1056
108	1	Schleswig-Holstein	LK Pinneberg	A35-A59	M	1	0	140018	2020-03-16T00:00:00.000Z	1056
109	1	Schleswig-Holstein	LK Pinneberg	A35-A59	M	4	0	140019	2020-03-17T00:00:00.000Z	1056
110	1	Schleswig-Holstein	LK Pinneberg	A35-A59	M	1	0	140020	2020-03-18T00:00:00.000Z	1056
111	1	Schleswig-Holstein	LK Pinneberg	A35-A59	M	2	0	140021	2020-03-19T00:00:00.000Z	1056
112	1	Schleswig-Holstein	LK Pinneberg	A35-A59	W	4	0	140022	2020-03-13T00:00:00.000Z	1056
113	1	Schleswig-Holstein	LK Pinneberg	A35-A59	W	2	0	140023	2020-03-14T00:00:00.000Z	1056
114	1	Schleswig-Holstein	LK Pinneberg	A35-A59	W	2	0	140024	2020-03-15T00:00:00.000Z	1056
115	1	Schleswig-Holstein	LK Pinneberg	A35-A59	W	1	0	140025	2020-03-16T00:00:00.000Z	1056
116	1	Schleswig-Holstein	LK Pinneberg	A35-A59	W	4	0	140026	2020-03-17T00:00:00.000Z	1056
117	1	Schleswig-Holstein	LK Pinneberg	A35-A59	W	1	0	140027	2020-03-18T00:00:00.000Z	1056
118	1	Schleswig-Holstein	LK Pinneberg	A60-A79	M	2	0	140028	2020-03-11T00:00:00.000Z	1056
119	1	Schleswig-Holstein	LK Pinneberg	A60-A79	W	1	0	140029	2020-03-06T00:00:00.000Z	1056
120	1	Schleswig-Holstein	LK Pinneberg	A60-A79	W	1	0	140030	2020-03-10T00:00:00.000Z	1056
121	1	Schleswig-Holstein	LK Pinneberg	A60-A79	W	1	0	140031	2020-03-11T00:00:00.000Z	1056
122	1	Schleswig-Holstein	LK Pinneberg	A60-A79	W	1	0	140032	2020-03-17T00:00:00.000Z	1056
123	1	Schleswig-Holstein	LK Pinneberg	A60-A79	W	1	0	140033	2020-03-18T00:00:00.000Z	1056
124	1	Schleswig-Holstein	LK Plön	A35-A59	M	2	0	140034	2020-03-09T00:00:00.000Z	1057
125	1	Schleswig-Holstein	LK Plön	A35-A59	M	1	0	140035	2020-03-14T00:00:00.000Z	1057
126	1	Schleswig-Holstein	LK Plön	A35-A59	M	1	0	140036	2020-03-16T00:00:00.000Z	1057
127	1	Schleswig-Holstein	LK Plön	A35-A59	W	1	0	140037	2020-03-14T00:00:00.000Z	1057
128	1	Schleswig-Holstein	LK Plön	A35-A59	W	1	0	140038	2020-03-17T00:00:00.000Z	1057
129	1	Schleswig-Holstein	LK Plön	A35-A59	W	1	0	140039	2020-03-19T00:00:00.000Z	1057
130	1	Schleswig-Holstein	LK Plön	A60-A79	M	1	0	140040	2020-03-14T00:00:00.000Z	1057
131	1	Schleswig-Holstein	LK Plön	A60-A79	M	2	0	140041	2020-03-18T00:00:00.000Z	1057
132	1	Schleswig-Holstein	LK Plön	A60-A79	W	1	0	140042	2020-03-16T00:00:00.000Z	1057
133	1	Schleswig-Holstein	LK Rendsburg-Eckernförde	A15-A34	W	2	0	140043	2020-03-15T00:00:00.000Z	1058
134	1	Schleswig-Holstein	LK Rendsburg-Eckernförde	A15-A34	W	2	0	140044	2020-03-19T00:00:00.000Z	1058
135	1	Schleswig-Holstein	LK Rendsburg-Eckernförde	A35-A59	M	1	0	140045	2020-03-11T00:00:00.000Z	1058
136	1	Schleswig-Holstein	LK Rendsburg-Eckernförde	A35-A59	M	1	0	140046	2020-03-13T00:00:00.000Z	1058
137	1	Schleswig-Holstein	LK Rendsburg-Eckernförde	A35-A59	M	2	0	140047	2020-03-15T00:00:00.000Z	1058
138	1	Schleswig-Holstein	LK Rendsburg-Eckernförde	A35-A59	M	2	0	140048	2020-03-17T00:00:00.000Z	1058
139	1	Schleswig-Holstein	LK Rendsburg-Eckernförde	A35-A59	M	2	0	140049	2020-03-18T00:00:00.000Z	1058
140	1	Schleswig-Holstein	LK Rendsburg-Eckernförde	A35-A59	W	1	0	140050	2020-03-11T00:00:00.000Z	1058
141	1	Schleswig-Holstein	LK Rendsburg-Eckernförde	A35-A59	W	1	0	140051	2020-03-17T00:00:00.000Z	1058
142	1	Schleswig-Holstein	LK Rendsburg-Eckernförde	A35-A59	W	1	0	140052	2020-03-18T00:00:00.000Z	1058
143	1	Schleswig-Holstein	LK Rendsburg-Eckernförde	A60-A79	M	1	0	140053	2020-03-12T00:00:00.000Z	1058
144	1	Schleswig-Holstein	LK Rendsburg-Eckernförde	A60-A79	M	1	0	140054	2020-03-13T00:00:00.000Z	1058
145	1	Schleswig-Holstein	LK Rendsburg-Eckernförde	A60-A79	M	1	0	140055	2020-03-16T00:00:00.000Z	1058
146	1	Schleswig-Holstein	LK Rendsburg-Eckernförde	A60-A79	M	1	0	140056	2020-03-18T00:00:00.000Z	1058
147	1	Schleswig-Holstein	LK Rendsburg-Eckernförde	A60-A79	W	2	0	140057	2020-03-12T00:00:00.000Z	1058
148	1	Schleswig-Holstein	LK Rendsburg-Eckernförde	A60-A79	W	1	0	140058	2020-03-13T00:00:00.000Z	1058
149	1	Schleswig-Holstein	LK Rendsburg-Eckernförde	A60-A79	W	1	0	140059	2020-03-17T00:00:00.000Z	1058
150	1	Schleswig-Holstein	LK Rendsburg-Eckernförde	A60-A79	W	1	0	140060	2020-03-18T00:00:00.000Z	1058
151	1	Schleswig-Holstein	LK Rendsburg-Eckernförde	A80+	W	1	0	140061	2020-03-19T00:00:00.000Z	1058
152	1	Schleswig-Holstein	LK Schleswig-Flensburg	A05-A14	M	2	0	140062	2020-03-15T00:00:00.000Z	1059
153	1	Schleswig-Holstein	LK Schleswig-Flensburg	A05-A14	M	1	0	140063	2020-03-17T00:00:00.000Z	1059
154	1	Schleswig-Holstein	LK Schleswig-Flensburg	A05-A14	W	1	0	140064	2020-03-15T00:00:00.000Z	1059
155	1	Schleswig-Holstein	LK Schleswig-Flensburg	A15-A34	W	1	0	140065	2020-03-16T00:00:00.000Z	1059
156	1	Schleswig-Holstein	LK Schleswig-Flensburg	A35-A59	M	1	0	140066	2020-03-11T00:00:00.000Z	1059
157	1	Schleswig-Holstein	LK Schleswig-Flensburg	A35-A59	M	2	0	140067	2020-03-12T00:00:00.000Z	1059
158	1	Schleswig-Holstein	LK Schleswig-Flensburg	A35-A59	M	2	0	140068	2020-03-13T00:00:00.000Z	1059
159	1	Schleswig-Holstein	LK Schleswig-Flensburg	A35-A59	M	4	0	140069	2020-03-14T00:00:00.000Z	1059
160	1	Schleswig-Holstein	LK Schleswig-Flensburg	A35-A59	M	1	0	140070	2020-03-18T00:00:00.000Z	1059
161	1	Schleswig-Holstein	LK Schleswig-Flensburg	A35-A59	W	1	0	140071	2020-03-13T00:00:00.000Z	1059
162	1	Schleswig-Holstein	LK Schleswig-Flensburg	A35-A59	W	1	0	140072	2020-03-14T00:00:00.000Z	1059
163	1	Schleswig-Holstein	LK Schleswig-Flensburg	A35-A59	W	2	0	140073	2020-03-15T00:00:00.000Z	1059
164	1	Schleswig-Holstein	LK Schleswig-Flensburg	A35-A59	W	1	0	140074	2020-03-19T00:00:00.000Z	1059
165	1	Schleswig-Holstein	LK Schleswig-Flensburg	A60-A79	M	1	0	140075	2020-03-18T00:00:00.000Z	1059
166	1	Schleswig-Holstein	LK Schleswig-Flensburg	A60-A79	W	1	0	140076	2020-03-18T00:00:00.000Z	1059
167	1	Schleswig-Holstein	LK Schleswig-Flensburg	A80+	M	1	0	140077	2020-03-19T00:00:00.000Z	1059
168	1	Schleswig-Holstein	LK Segeberg	A15-A34	M	1	0	140078	2020-03-16T00:00:00.000Z	1060
169	1	Schleswig-Holstein	LK Segeberg	A15-A34	M	1	0	140079	2020-03-17T00:00:00.000Z	1060
170	1	Schleswig-Holstein	LK Segeberg	A15-A34	M	2	0	140080	2020-03-19T00:00:00.000Z	1060
171	1	Schleswig-Holstein	LK Segeberg	A35-A59	M	1	0	140081	2020-03-12T00:00:00.000Z	1060
172	1	Schleswig-Holstein	LK Segeberg	A35-A59	M	2	0	140082	2020-03-14T00:00:00.000Z	1060
173	1	Schleswig-Holstein	LK Segeberg	A35-A59	M	2	0	140083	2020-03-16T00:00:00.000Z	1060
174	1	Schleswig-Holstein	LK Segeberg	A35-A59	M	1	0	140084	2020-03-17T00:00:00.000Z	1060
175	1	Schleswig-Holstein	LK Segeberg	A35-A59	M	1	0	140085	2020-03-18T00:00:00.000Z	1060
176	1	Schleswig-Holstein	LK Segeberg	A35-A59	M	1	0	140086	2020-03-19T00:00:00.000Z	1060
177	1	Schleswig-Holstein	LK Segeberg	A35-A59	W	1	0	140087	2020-03-16T00:00:00.000Z	1060
178	1	Schleswig-Holstein	LK Segeberg	A35-A59	W	1	0	140088	2020-03-18T00:00:00.000Z	1060
179	1	Schleswig-Holstein	LK Segeberg	A35-A59	W	1	0	140089	2020-03-19T00:00:00.000Z	1060
180	1	Schleswig-Holstein	LK Segeberg	A60-A79	M	1	0	140090	2020-02-28T00:00:00.000Z	1060
181	1	Schleswig-Holstein	LK Segeberg	A60-A79	M	1	0	140091	2020-03-17T00:00:00.000Z	1060
182	1	Schleswig-Holstein	LK Segeberg	A60-A79	M	2	0	140092	2020-03-18T00:00:00.000Z	1060
183	1	Schleswig-Holstein	LK Segeberg	A60-A79	W	1	0	140093	2020-03-06T00:00:00.000Z	1060
184	1	Schleswig-Holstein	LK Segeberg	A60-A79	W	1	0	140094	2020-03-12T00:00:00.000Z	1060
185	1	Schleswig-Holstein	LK Segeberg	A60-A79	W	1	0	140095	2020-03-17T00:00:00.000Z	1060
186	1	Schleswig-Holstein	LK Steinburg	A15-A34	M	1	0	140096	2020-03-14T00:00:00.000Z	1061
187	1	Schleswig-Holstein	LK Steinburg	A15-A34	M	1	0	140097	2020-03-19T00:00:00.000Z	1061
188	1	Schleswig-Holstein	LK Steinburg	A15-A34	W	1	0	140098	2020-03-19T00:00:00.000Z	1061
189	1	Schleswig-Holstein	LK Steinburg	A35-A59	M	1	0	140099	2020-03-19T00:00:00.000Z	1061
190	1	Schleswig-Holstein	LK Steinburg	A35-A59	W	2	0	140100	2020-03-13T00:00:00.000Z	1061
191	1	Schleswig-Holstein	LK Steinburg	A60-A79	M	1	0	140101	2020-03-19T00:00:00.000Z	1061
192	1	Schleswig-Holstein	LK Stormarn	A15-A34	M	1	0	140102	2020-03-12T00:00:00.000Z	1062
193	1	Schleswig-Holstein	LK Stormarn	A15-A34	W	2	0	140103	2020-03-16T00:00:00.000Z	1062
194	1	Schleswig-Holstein	LK Stormarn	A35-A59	M	1	0	140104	2020-03-12T00:00:00.000Z	1062
195	1	Schleswig-Holstein	LK Stormarn	A35-A59	M	2	0	140105	2020-03-13T00:00:00.000Z	1062
196	1	Schleswig-Holstein	LK Stormarn	A35-A59	M	1	0	140106	2020-03-14T00:00:00.000Z	1062
197	1	Schleswig-Holstein	LK Stormarn	A35-A59	M	2	0	140107	2020-03-18T00:00:00.000Z	1062
198	1	Schleswig-Holstein	LK Stormarn	A35-A59	W	1	0	140108	2020-03-13T00:00:00.000Z	1062
199	1	Schleswig-Holstein	LK Stormarn	A35-A59	W	1	0	140109	2020-03-17T00:00:00.000Z	1062
200	1	Schleswig-Holstein	LK Stormarn	A80+	M	1	0	140110	2020-03-18T00:00:00.000Z	1062
201	2	Hamburg	SK Hamburg	A00-A04	M	1	0	140111	2020-03-10T00:00:00.000Z	2000
202	2	Hamburg	SK Hamburg	A00-A04	M	1	0	140112	2020-03-15T00:00:00.000Z	2000
203	2	Hamburg	SK Hamburg	A00-A04	M	1	0	140113	2020-03-17T00:00:00.000Z	2000
204	2	Hamburg	SK Hamburg	A00-A04	W	1	0	140114	2020-03-13T00:00:00.000Z	2000
205	2	Hamburg	SK Hamburg	A00-A04	W	2	0	140115	2020-03-14T00:00:00.000Z	2000
206	2	Hamburg	SK Hamburg	A05-A14	M	1	0	140116	2020-03-11T00:00:00.000Z	2000
207	2	Hamburg	SK Hamburg	A05-A14	M	4	0	140117	2020-03-12T00:00:00.000Z	2000
208	2	Hamburg	SK Hamburg	A05-A14	M	3	0	140118	2020-03-14T00:00:00.000Z	2000
209	2	Hamburg	SK Hamburg	A05-A14	M	3	0	140119	2020-03-16T00:00:00.000Z	2000
210	2	Hamburg	SK Hamburg	A05-A14	M	1	0	140120	2020-03-17T00:00:00.000Z	2000
211	2	Hamburg	SK Hamburg	A05-A14	M	1	0	140121	2020-03-19T00:00:00.000Z	2000
212	2	Hamburg	SK Hamburg	A05-A14	W	1	0	140122	2020-03-11T00:00:00.000Z	2000
213	2	Hamburg	SK Hamburg	A05-A14	W	1	0	140123	2020-03-14T00:00:00.000Z	2000
214	2	Hamburg	SK Hamburg	A05-A14	W	3	0	140124	2020-03-15T00:00:00.000Z	2000
215	2	Hamburg	SK Hamburg	A05-A14	W	4	0	140125	2020-03-16T00:00:00.000Z	2000
216	2	Hamburg	SK Hamburg	A05-A14	W	2	0	140126	2020-03-17T00:00:00.000Z	2000
217	2	Hamburg	SK Hamburg	A15-A34	M	1	0	140127	2020-03-06T00:00:00.000Z	2000
218	2	Hamburg	SK Hamburg	A15-A34	M	1	0	140128	2020-03-07T00:00:00.000Z	2000
219	2	Hamburg	SK Hamburg	A15-A34	M	1	0	140129	2020-03-08T00:00:00.000Z	2000
220	2	Hamburg	SK Hamburg	A15-A34	M	1	0	140130	2020-03-09T00:00:00.000Z	2000
221	2	Hamburg	SK Hamburg	A15-A34	M	5	0	140131	2020-03-10T00:00:00.000Z	2000
222	2	Hamburg	SK Hamburg	A15-A34	M	4	0	140132	2020-03-11T00:00:00.000Z	2000
223	2	Hamburg	SK Hamburg	A15-A34	M	5	0	140133	2020-03-12T00:00:00.000Z	2000
224	2	Hamburg	SK Hamburg	A15-A34	M	7	0	140134	2020-03-13T00:00:00.000Z	2000
225	2	Hamburg	SK Hamburg	A15-A34	M	15	0	140135	2020-03-14T00:00:00.000Z	2000
226	2	Hamburg	SK Hamburg	A15-A34	M	13	0	140136	2020-03-15T00:00:00.000Z	2000
227	2	Hamburg	SK Hamburg	A15-A34	M	10	0	140137	2020-03-16T00:00:00.000Z	2000
228	2	Hamburg	SK Hamburg	A15-A34	M	11	0	140138	2020-03-17T00:00:00.000Z	2000
229	2	Hamburg	SK Hamburg	A15-A34	M	17	0	140139	2020-03-18T00:00:00.000Z	2000
230	2	Hamburg	SK Hamburg	A15-A34	M	4	0	140140	2020-03-19T00:00:00.000Z	2000
231	2	Hamburg	SK Hamburg	A15-A34	unbekannt	1	0	140141	2020-03-17T00:00:00.000Z	2000
232	2	Hamburg	SK Hamburg	A15-A34	W	3	0	140142	2020-03-05T00:00:00.000Z	2000
233	2	Hamburg	SK Hamburg	A15-A34	W	1	0	140143	2020-03-06T00:00:00.000Z	2000
234	2	Hamburg	SK Hamburg	A15-A34	W	3	0	140144	2020-03-09T00:00:00.000Z	2000
235	2	Hamburg	SK Hamburg	A15-A34	W	2	0	140145	2020-03-10T00:00:00.000Z	2000
